commentary_id,reference,title,commentary_long,commentary_summary,tags
COMM_16_13_A,Gita 16.13,The Ego's Accounting,"""I have so much wealth today, and I will gain more... That was mine, now this is mine, and tomorrow it will be mine again."" This is the inner monologue of the ego, constantly calculating its possessions and planning for more.","The ego's inner monologue is a constant calculation of past, present, and future possessions.","letting go of greed, negative thoughts"
COMM_16_14_A,Gita 16.14,The Delusion of Lordship,"""He was my enemy, and I have killed him, and my other enemies will also be killed. I am the lord of everything. I am the enjoyer. I am perfect, powerful and happy."" This is the peak of egoistic delusion, where a person believes they are the supreme controller and enjoyer.",The peak of ego is the delusion that one is the supreme controller and enjoyer of everything.,"letting go of greed, how to control anger"
COMM_16_15_A,Gita 16.15,The Pride of Birth and Wealth,"""I am the richest man, surrounded by aristocratic relatives. There is none so powerful and happy as I am. I shall perform sacrifices, I shall give some charity, and thus I shall rejoice."" This arrogant mindset, deluded by ignorance, is the foundation of their worldview.",The demonic worldview is founded on the arrogant belief in one's own superiority in wealth and power.,"confusion, letting go of greed"
COMM_16_16_A,Gita 16.16,The Fall into Hell,"""Thus perplexed by various anxieties and bound by a network of illusions, they become too strongly attached to sense enjoyment and fall down into hell."" The logical conclusion of a life driven by anxiety, illusion, and attachment is suffering.","A life driven by anxiety, illusion, and attachment to pleasure inevitably leads to suffering.","anxiety, confusion, fear of death"
COMM_16_17_A,Gita 16.17,The Sacrifices of the Proud,"Self-complacent and always impudent, deluded by wealth and false prestige, they sometimes proudly perform sacrifices in name only, without following any rules or regulations. Their religious acts are a show of pride, devoid of true spirit.","The religious acts of the arrogant are merely a show of pride, with no real spiritual substance.","guilt, negative thoughts, Dharma"
COMM_16_18_A,Gita 16.18,The Envy Within,"Bewildered by false ego, strength, pride, lust and anger, the demons become envious of the Supreme Personality of Godhead, who is situated in their own bodies and in the bodies of others, and blaspheme against the real religion. At its core, the demonic nature is envious of the divine.",The core of the demonic nature is envy of the divine presence within themselves and others.,"how to control anger, dealing with jealousy"
COMM_16_19_A,Gita 16.19,The Karmic Consequence,"""Those who are envious and mischievous, who are the lowest among men, I perpetually cast into the ocean of material existence, into various demonic species of life."" Krishna states the karmic law: a demonic consciousness leads to a demonic birth.",A demonic consciousness in this life leads to a demonic birth in the next.,"Karma, reincarnation"
COMM_16_20_A,Gita 16.20,The Lowest Destination,"""Attaining repeated birth amongst the species of demonic life, O son of Kunti, such persons can never approach Me. Gradually they sink down to the most abominable type of existence."" This is the ultimate fate of those who persist on the atheistic path.",Persisting on a demonic and atheistic path leads one to sink to the lowest states of existence.,"Karma, reincarnation, fear of death"
COMM_16_21_A,Gita 16.21,The Three Gates to Hell,"""There are three gates leading to this hell—lust, anger, and greed. Every sane man should give these up, for they lead to the degradation of the soul."" This is a crucial, practical instruction, identifying the three root vices.","Lust, anger, and greed are the three primary vices that lead to the soul's degradation; abandon them.","letting go of greed, how to control anger, guilt"
COMM_16_22_A,Gita 16.22,The Path to Liberation,"""The man who has escaped these three gates of hell, O son of Kunti, performs acts conducive to self-realization and thus gradually attains the supreme destination."" By conquering these three vices, the path to liberation opens up.","By conquering lust, anger, and greed, you open the path to self-realization and liberation.","Moksha, self-realization, inner peace"
COMM_16_23_A,Gita 16.23,The Consequence of Whim,"""He who disregards scriptural injunctions and acts according to his own whims attains neither perfection, nor happiness, nor the supreme destination."" Acting on selfish impulse, against the principles of righteousness, leads to failure.","Acting on selfish impulse, against righteous principles, leads to failure and unhappiness.","Dharma, fear of failure"
COMM_16_24_A,Gita 16.24,The Authority of Scripture,"""One should therefore understand what is duty and what is not duty by the regulations of the scriptures. Knowing such rules and regulations, one should act so that he may gradually be elevated."" This verse establishes righteous principles (Dharma) as the guide for our actions.",Let righteous principles be your guide to understand your duty and elevate yourself through your actions.,"Dharma, Karma, indecision"
COMM_17_01_A,Gita 17.1,Faith Beyond the Rules,"Arjuna asks about those who worship with sincere faith but don't follow the scriptures. What is their status? This is a practical question about the value of sincere, personal faith versus traditional, rule-based religion.",What is the spiritual status of those who have sincere faith but don't follow formal rules?,"confusion, Dharma, three gunas"
COMM_17_02_A,Gita 17.2,The Three Kinds of Faith,"Krishna explains that the faith of embodied beings is of three kinds—Sattvic, Rajasic, or Tamasic—born of their innate nature. This introduces the idea that our faith is not a simple choice, but is deeply colored by our psychological makeup.",Our faith is not a simple choice; it is shaped by our innate psychological nature (the gunas).,"three gunas, Sattva Rajas Tamas"
COMM_17_03_A,Gita 17.3,You Are Your Faith,"""According to one’s existence under the various modes of nature, one evolves a particular kind of faith."" A person is made of their faith; whatever their faith is, they are. This is a powerful statement: our core beliefs and convictions define who we are.",Your core beliefs and convictions fundamentally define who you are.,"three gunas, Sattva Rajas Tamas, Jnana Yoga"
COMM_17_04_A,Gita 17.4,Worship Follows Nature,"Sattvic people worship the gods, Rajasic people worship powerful beings like demons (Yakshas/Rakshasas), and Tamasic people worship ghosts and spirits. The nature of the object we worship reveals our own inner nature.",The object of your worship reveals the quality of your own inner consciousness.,"three gunas, Sattva Rajas Tamas, Bhakti Yoga"
COMM_17_05_A,Gita 17.5,The Austerity of the Proud,"Those who undertake severe austerities not recommended in scripture, driven by hypocrisy and ego, are of a demonic nature. This warns against extreme practices done for show or out of pride, rather than for genuine purification.","Extreme spiritual practices performed for ego and show are demonic, not divine.","Tamas, negative thoughts, guilt"
COMM_17_06_A,Gita 17.6,Torturing the Self Within,"Such people, who torture their own bodies, are also torturing the Supersoul (Krishna) dwelling within. This is a profound idea: harming yourself is an offense against the divine presence within you.",Harming your own body is an offense against the divine consciousness that dwells within you.,"Tamas, negative thoughts, Atman"
COMM_17_07_A,Gita 17.7,The Threefold Divisions of Life,"Even the food we prefer, the sacrifices we perform, and the charity we give are of three kinds, according to the gunas. Krishna will now explain these practical, everyday distinctions.","Our daily choices in food, charity, and discipline are all influenced by the three gunas.","three gunas, Sattva Rajas Tamas"
COMM_17_08_A,Gita 17.8,Sattvic Food: The Food of Life,"Foods dear to those in the mode of goodness increase the duration of life, purify one’s existence and give strength, health, happiness and satisfaction. Such foods are juicy, fatty, wholesome, and pleasing to the heart.","Sattvic food promotes health, peace, and longevity; it is wholesome and nourishing.","Sattva, work-life balance India"
COMM_17_09_A,Gita 17.9,Rajasic Food: The Food of Passion,"Foods that are too bitter, too sour, salty, hot, pungent, dry and burning are dear to those in the mode of passion. Such foods cause distress, misery and disease. This describes food that overstimulates the senses and agitates the mind.","Rajasic food overstimulates the senses and leads to agitation, pain, and disease.","Rajas, stress, anxiety"
COMM_17_10_A,Gita 17.10,Tamasic Food: The Food of Darkness,"Food prepared more than three hours before being eaten, food that is tasteless, decomposed and putrid, and food consisting of remnants and untouchable things is dear to those in the mode of darkness. This is food that is lifeless and degrading.","Tamasic food is stale, lifeless, and impure, leading to inertia and delusion.","Tamas, depression"
COMM_17_11_A,Gita 17.11,Sattvic Sacrifice: The Sacrifice of Duty,"Of sacrifices, the sacrifice performed according to the direction of scripture, as a matter of duty, by those who desire no reward, is of the nature of goodness. It is selfless and principled.","A Sattvic sacrifice is one performed as a duty, according to righteous principles, without desire for reward.","Sattva, Nishkama Karma, Dharma"
COMM_17_12_A,Gita 17.12,Rajasic Sacrifice: The Sacrifice of Pride,"""But the sacrifice performed for some material benefit, or for the sake of pride, O chief of the Bharatas, you should know to be in the mode of passion."" It is an action done for show or personal gain.","A Rajasic sacrifice is performed for the sake of personal gain, recognition, or pride.","Rajas, letting go of greed"
COMM_17_13_A,Gita 17.13,Tamasic Sacrifice: The Sacrifice of Ignorance,"Any sacrifice performed without regard for the directions of scripture, without distribution of prasadam [spiritual food], without chanting of Vedic hymns and remunerations to the priests, and without faith is considered to be in the mode of ignorance. It is an empty, faithless ritual.","A Tamasic sacrifice is an empty ritual, performed without faith, proper procedure, or generosity.","Tamas, Dharma"
COMM_17_14_A,Gita 17.14,Austerity of the Body,"Austerity of the body consists in worship of the Supreme Lord, the brahmanas, the spiritual master, and superiors like the father and mother, and in cleanliness, simplicity, celibacy and nonviolence.","Bodily austerity includes respect for elders, purity, simplicity, and nonviolence.","Sattva, Dharma"
COMM_17_15_A,Gita 17.15,Austerity of Speech,"Austerity of speech consists in speaking words that are truthful, pleasing, beneficial, and not agitating to others, and also in regularly reciting Vedic literature. This defines mindful and compassionate communication.","Vocal austerity is speaking words that are truthful, pleasing, beneficial, and non-agitating.","Sattva, mental peace, how to stay calm"
COMM_17_16_A,Gita 17.16,Austerity of the Mind,"""And satisfaction, simplicity, gravity, self-control and purification of one’s existence are the austerities of the mind."" This describes a mental state of calm, clarity, and purity.","Mental austerity includes serenity, simplicity, self-control, and purity of thought.","Sattva, inner peace, mental peace, ध्यान"
COMM_17_17_A,Gita 17.17,Sattvic Austerity,"This threefold austerity (of body, speech, and mind), performed with transcendental faith by men not expecting material benefits but engaged only for the sake of the Supreme, is called austerity in the mode of goodness.","Sattvic austerity is the selfless practice of disciplining the body, speech, and mind with faith.","Sattva, Nishkama Karma, mental peace"
COMM_17_18_A,Gita 17.18,Rajasic Austerity,"""Penance performed out of pride and for the sake of gaining respect, honor and worship is said to be in the mode of passion. It is neither stable nor permanent."" Austerity done for ego gratification is temporary and unstable.","Rajasic austerity is performed for ego, honor, and respect; its results are unstable.","Rajas, negative thoughts"
COMM_17_19_A,Gita 17.19,Tamasic Austerity,"""Penance performed out of foolishness, with self-torture or to destroy or injure others, is said to be in the mode of ignorance."" Austerity that is self-destructive or malicious is Tamasic.","Tamasic austerity is self-destructive, foolish, or intended to harm others.","Tamas, negative thoughts, guilt"
COMM_17_20_A,Gita 17.20,Sattvic Charity: The Gift of Duty,"""Charity given out of duty, without expectation of return, at the proper time and place, and to a worthy person is considered to be in the mode of goodness."" This is the highest form of giving.","Sattvic charity is a gift given as a duty to a worthy person at the right time and place, without expecting anything in return.","Sattva, Nishkama Karma, Dharma"
COMM_17_21_A,Gita 17.21,Rajasic Charity: The Gift with an Agenda,"""But charity performed with the expectation of some return, or with a desire for fruitive results, or in a grudging mood, is said to be charity in the mode of passion."" This giving is transactional, not truly generous.","Rajasic charity is transactional, given with the expectation of getting something back.","Rajas, letting go of greed"
COMM_17_22_A,Gita 17.22,Tamasic Charity: The Thoughtless Gift,"""And charity performed at an impure place, at an improper time, to unworthy persons, or without proper attention and respect is said to be in the mode of ignorance."" This is giving that is disrespectful and thoughtless.","Tamasic charity is disrespectful and thoughtless, given at the wrong time or place to an unworthy recipient.","Tamas, guilt"
COMM_17_23_A,Gita 17.23,Om Tat Sat: The Three Words of the Absolute,"""From the beginning of creation, the three words Om Tat Sat were used to indicate the Supreme Absolute Truth."" These three words are used to sanctify spiritual activities.","The words ""Om Tat Sat"" are a threefold designation of the Supreme Absolute Truth used to sanctify all spiritual acts.","Brahman, Jnana Yoga, Dharma"
COMM_17_24_A,Gita 17.24,"The Power of ""Om""","Therefore, transcendentalists undertaking performances of sacrifice, charity and penance in accordance with scriptural regulations begin always with Om, to attain the Supreme. ""Om"" aligns the action with the Absolute.","""Om"" is chanted at the beginning of spiritual acts to align them with the Supreme.","Brahman, Karma, Dharma"
COMM_17_25_A,Gita 17.25,"The Power of ""Tat""","""Without desiring fruitive results, one should perform various kinds of sacrifice, penance and charity with the word Tat."" The purpose of ""Tat"" is to perform actions for liberation, without any material attachment.","""Tat"" is used to signify that an action is being performed for liberation, without attachment to the results.","Moksha, Nishkama Karma, Brahman"
COMM_17_26_A,Gita 17.26,"The Power of ""Sat"" (Part 1)","The word ""Sat"" is used to denote the Absolute Truth and the devoted performer. It is also used for auspicious acts. ""Sat"" indicates that which is real and good.","""Sat"" is used to denote reality, goodness, and auspicious actions.","Brahman, Sattva, Dharma"
COMM_17_27_A,Gita 17.27,"The Power of ""Sat"" (Part 2)","""The word Sat is also used to indicate the performance of sacrifice, penance and charity, and any work of sacrifice, penance or charity performed for the satisfaction of the Supreme is also called Sat."" This broadens the meaning to include all dedicated, selfless action.","All selfless actions, such as sacrifice, penance, and charity, are also designated as ""Sat.""","Brahman, Karma, Dharma"
COMM_17_28_A,Gita 17.28,Actions Without Faith,"""Anything done as sacrifice, charity or penance without faith in the Supreme, O son of Pritha, is impermanent. It is called asat and is useless both in this life and the next."" This is the final, crucial point: faith is the essential ingredient that gives any spiritual practice its value.","Any spiritual practice performed without faith is useless, both in this life and the next.","Karma, doubting mind, negative thoughts"
COMM_18_01_A,Gita 18.1,The Final Question,Arjuna asks for the final point of clarity: he wishes to understand the true meaning of renunciation (Sannyasa) and abandonment (Tyaga). This sets the stage for the Gita's ultimate summary of its core teaching.,What is the true meaning of renunciation and abandonment?,"confusion, indecision, Karma Yoga"
COMM_18_02_A,Gita 18.2,Two Kinds of Renunciation,Krishna clarifies: giving up actions based on material desire is what the learned call Sannyasa. Giving up the results (fruits) of all actions is what the wise call Tyaga. The Gita will champion the path of Tyaga.,Sannyasa is giving up desire-based actions; Tyaga is giving up the results of all actions.,"Nishkama Karma, detachment, Karma Yoga"
COMM_18_03_A,Gita 18.3,The Debate on Action,"Some sages declare that all action should be given up as flawed, while others maintain that acts of sacrifice, charity, and penance should never be abandoned. This presents the two sides of the ancient debate.",Ancient sages debated whether to abandon all actions or to continue performing essential duties.,"Dharma, Karma, confusion"
COMM_18_04_A,Gita 18.4,The Threefold Nature of Renunciation,"Krishna promises to give His final conclusion on the matter, stating that renunciation (Tyaga), like all things, is of three kinds, according to the three modes of nature.","Like all things, the act of renunciation can be categorized into the three modes of nature.","three gunas, Sattva Rajas Tamas"
COMM_18_05_A,Gita 18.5,Actions that Purify,"Acts of sacrifice, charity, and penance should never be abandoned; they must be performed. Indeed, these acts purify even the great souls. This establishes that core duties are essential for spiritual progress.","Essential duties like sacrifice, charity, and penance should never be abandoned, as they purify the soul.","Dharma, Nishkama Karma, inner peace"
COMM_18_06_A,Gita 18.6,The Right Way to Act,"""All these activities should be performed without attachment or any expectation of result. They should be performed as a matter of duty, O son of Pritha. That is My final opinion."" This is the core instruction of Karma Yoga, summarized.",Perform your duties without attachment or expectation of reward; this is the final word on action.,"Nishkama Karma, detachment, Karma Yoga"
COMM_18_07_A,Gita 18.7,Tamasic Renunciation: Abandoning Duty,"Renunciation of prescribed duties is never recommended. If one gives up his prescribed duties because of illusion, such renunciation is said to be in the mode of ignorance (Tamasic). Giving up your responsibilities out of confusion is a form of darkness.",Giving up your responsibilities out of delusion or confusion is an act of ignorance (Tamas).,"Tamas, Dharma, confusion"
COMM_18_08_A,Gita 18.8,Rajasic Renunciation: Abandoning out of Fear,"""Anyone who gives up prescribed duties as troublesome or out of fear of bodily discomfort is said to have renounced in the mode of passion."" Such action never leads to the elevation of renunciation. Quitting because it's hard is a Rajasic act.",Quitting your duties because they are difficult or uncomfortable is an act of passion (Rajas).,"Rajas, fear, stress"
COMM_18_09_A,Gita 18.9,Sattvic Renunciation: Duty without Attachment,"""O Arjuna, when one performs his prescribed duty only because it ought to be done, and renounces all material association and all attachment to the fruit, his renunciation is said to be in the mode of goodness."" This is the highest form of renunciation.","The highest renunciation is performing your duty simply because it ought to be done, without any attachment.","Sattva, Nishkama Karma, Dharma"
COMM_18_10_A,Gita 18.10,The Wise Renouncer,"The intelligent renouncer, situated in the mode of goodness, neither hates inauspicious work nor is attached to auspicious work. They are free from doubt and have a neutral, duty-bound approach to all tasks.",A wise person does not hate unpleasant tasks or crave pleasant ones; they simply do what is needed.,"equanimity, detachment, self-realization"
COMM_18_11_A,Gita 18.11,The True Tyagi,"""It is indeed impossible for an embodied being to give up all activities. But he who renounces the fruits of action is called one who has truly renounced."" This is the Gita's practical definition of a true renunciate (Tyagi).","Since it's impossible to give up all action, a true renunciate is one who gives up the results of action.","Nishkama Karma, detachment"
COMM_18_12_A,Gita 18.12,The Three Fruits of Action,"For one who is not renounced, the threefold fruits of action—desirable, undesirable and mixed—accrue after death. But those who are in the renounced order of life have no such results to suffer or enjoy.","The unattached are free from the karmic results of their actions, whether good, bad, or mixed.","Karma, reincarnation, Nishkama Karma"
COMM_18_13_A,Gita 18.13,The Five Causes of Action,"Krishna now explains the five factors that accomplish any action, according to Vedanta philosophy. This is a framework for understanding the mechanics of Karma.","All actions, according to Vedanta, are accomplished through five distinct causes.","Jnana Yoga, Karma"
COMM_18_14_A,Gita 18.14,The Five Causes Listed,"The place of action (the body), the performer (the soul), the various senses, the many different kinds of endeavor, and ultimately the Supersoul (divine will). These five factors are responsible for every action.","Every action is a result of five factors: the body, the soul, the senses, the effort, and the divine will.","Karma, Atman"
COMM_18_15_A,Gita 18.15,The Universal Causes,"""Whatever right or wrong action a man performs by body, mind or speech is caused by these five factors."" This framework applies to every single action, good or bad.","These five factors are the cause of every action, whether right or wrong, performed by body, mind, or speech.",Karma
COMM_18_16_A,Gita 18.16,The Delusion of the Sole Doer,"Therefore one who thinks himself the only doer, not considering the five factors, is certainly not very intelligent and cannot see things as they are. This verse deconstructs the ego's belief that ""I"" am the sole agent of my actions.",One who thinks they are the sole cause of their actions is deluded by ego.,"confusion, doubting mind, Jnana Yoga"
COMM_18_17_A,Gita 18.17,The Unbound Actor,"""One who is not motivated by false ego, whose intelligence is not entangled, though he kills men in this world, does not kill. Nor is he bound by his actions."" A person free from ego and attachment is not karmically bound, even when performing difficult duties.",A person free from ego and attachment is not bound by the karma of their actions.,"self-realization, detachment, Karma"
COMM_18_18_A,Gita 18.18,The Anatomy of Action,"Knowledge, the object of knowledge, and the knower are the three factors that motivate action; the senses, the work and the doer are the three components of action. This verse provides a complete analytical breakdown of any given act.","Every action has three motivators (knower, knowledge, object) and three components (doer, senses, work).","Jnana Yoga, Karma"
COMM_18_19_A,Gita 18.19,The Threefold Divisions,"Krishna will now describe knowledge, action, and the performer of action in terms of the three modes of material nature. This provides a qualitative framework for assessing our own lives.","Knowledge, action, and the person acting can each be classified according to the three modes of nature.","three gunas, Sattva Rajas Tamas"
COMM_18_20_A,Gita 18.20,Sattvic Knowledge: The Vision of Unity,"""That knowledge by which one undivided spiritual nature is seen in all living entities, though they are divided into innumerable forms, you should understand to be in the mode of goodness."" Sattvic knowledge sees the one unity behind all diversity.",Sattvic knowledge is the ability to see the one undivided unity within all diverse forms.,"Sattva, Jnana Yoga, equanimity"
COMM_18_21_A,Gita 18.21,Rajasic Knowledge: The Vision of Duality,"""That knowledge by which one sees that in every different body there is a different type of living entity you should understand to be in the mode of passion."" Rajasic knowledge focuses on the differences and sees everyone as separate and distinct.","Rajasic knowledge focuses on the differences between beings, seeing each as separate and distinct.","Rajas, Jnana Yoga, confusion"
COMM_18_22_A,Gita 18.22,Tamasic Knowledge: The Vision of the Fanatic,"""And that knowledge by which one is attached to one kind of work as the all in all, without knowledge of the truth, and which is very meager, is said to be in the mode of darkness."" Tamasic knowledge is narrow, fanatical, and lacks a broader perspective.","Tamasic knowledge is narrow and fanatical, clinging to one small part as if it were the whole truth.","Tamas, Jnana Yoga, lack of focus"
COMM_18_23_A,Gita 18.23,Sattvic Action: Duty Without Attachment,"""That action which is regulated and which is performed without attachment, without love or hatred, and without desire for fruitive results is said to be in the mode of goodness."" Sattvic action is calm, balanced, and done as a matter of duty.","Sattvic action is performed as a duty, with a calm and balanced mind, free from attachment.","Sattva, Nishkama Karma, detachment"
COMM_18_24_A,Gita 18.24,Rajasic Action: Action Driven by Ego,"""But action performed with great effort by one seeking to gratify his desires, and enacted from a sense of false ego, is called action in the mode of passion."" Rajasic action is stressful, effortful, and driven by personal ambition.","Rajasic action is stressful and egotistical, driven by the desire to achieve personal ambitions.","Rajas, Karma, burnout at work"
COMM_18_25_A,Gita 18.25,Tamasic Action: Thoughtless Action,"""That action performed in illusion, in disregard of scriptural injunctions, and without concern for future bondage or for violence or distress caused to others is said to be in the mode of ignorance."" Tamasic action is reckless and harmful.","Tamasic action is reckless, thoughtless, and performed without regard for its harmful consequences.","Tamas, Karma, guilt, negative thoughts"
COMM_18_26_A,Gita 18.26,The Sattvic Doer: Calm and Resolute,"""One who performs his duty without association with the modes of material nature, without false ego, with great determination and enthusiasm, and without wavering in success or failure is said to be a worker in the mode of goodness.""","A Sattvic worker is detached, enthusiastic, and steady in both success and failure.","Sattva, self-realization, inner peace"
COMM_18_27_A,Gita 18.27,The Rajasic Doer: Emotional and Greedy,"""The worker who is attached to work and the fruits of work, desiring to enjoy those fruits, who is greedy, always envious, impure, and moved by joy and sorrow, is said to be in the mode of passion.""","A Rajasic worker is attached, greedy, and easily swayed by the emotional ups and downs of their work.","Rajas, stress, burnout at work"
COMM_18_28_A,Gita 18.28,The Tamasic Doer: Lazy and Procrastinating,"""The worker who is always engaged in work against the injunctions of the scripture, who is materialistic, obstinate, cheating and expert in insulting others, and who is lazy, always morose and procrastinating is said to be a worker in the mode of ignorance.""","A Tamasic worker is lazy, undisciplined, pessimistic, and prone to procrastination.","Tamas, depression, lack of focus"
COMM_18_29_A,Gita 18.29,The Threefold Intellect and Determination,Krishna now explains how intellect (buddhi) and determination (dhriti) are also divided according to the three gunas. This goes deeper into the quality of our decision-making.,The quality of your intellect and determination is also influenced by the three modes of nature.,"three gunas, Jnana Yoga"
COMM_18_30_A,Gita 18.30,Sattvic Intellect: The Discerning Mind,"""O son of Pritha, that understanding by which one knows what ought to be done and what ought not to be done, what is to be feared and what is not to be feared, what is binding and what is liberating, is in the mode of goodness."" The Sattvic intellect has moral clarity.","A Sattvic intellect has moral clarity, clearly discerning between right and wrong, fear and fearlessness.","Sattva, Jnana Yoga, Dharma"
COMM_18_31_A,Gita 18.31,Rajasic Intellect: The Confused Mind,"""O son of Pritha, that understanding which cannot distinguish between religion and irreligion, between action that should be done and action that should not be done, is in the mode of passion."" The Rajasic intellect is confused about ethics and duty.",A Rajasic intellect is confused about ethics and cannot clearly distinguish between right and wrong.,"Rajas, Jnana Yoga, confusion"
COMM_18_32_A,Gita 18.32,Tamasic Intellect: The Inverted Mind,"""That understanding which considers irreligion to be religion and religion to be irreligion, under the spell of illusion and darkness, and strives always in the wrong direction, O Partha, is in the mode of ignorance."" The Tamasic intellect sees everything backward.","A Tamasic intellect is shrouded in darkness and perceives everything in a distorted, inverted way.","Tamas, Jnana Yoga, confusion"
COMM_18_33_A,Gita 18.33,Sattvic Determination: The Unwavering Resolve,"""O son of Pritha, that determination which is unbreakable, which is sustained with steadfastness by yoga practice, and which thus controls the activities of the mind, life and senses is determination in the mode of goodness."" Sattvic determination is focused and used for self-control.",Sattvic determination is the unwavering resolve that sustains spiritual practice and self-control.,"Sattva, Raja Yoga, mental peace"
COMM_18_34_A,Gita 18.34,Rajasic Determination: The Fruit-Seeking Resolve,"""But that determination by which one holds fast to fruitive results in religion, economic development and sense gratification is of the nature of passion, O Arjuna."" Rajasic determination is used to stubbornly pursue material goals.","Rajasic determination is the stubborn pursuit of material goals like wealth, pleasure, and status.","Rajas, letting go of greed, Karma"
COMM_18_35_A,Gita 18.35,Tamasic Determination: The Stubbornness of the Fool,"""And that determination which cannot go beyond dreaming, fearfulness, lamentation, moroseness and illusion—such unintelligent determination, O son of Pritha, is in the mode of darkness."" Tamasic determination is the stubborn refusal to let go of negative states.","Tamasic determination is the stubborn inability to let go of negative states like fear, grief, and illusion.","Tamas, depression, fear"
COMM_18_36_A,Gita 18.36,The Three Kinds of Happiness,"Krishna now describes the three types of happiness, which correspond to the three gunas. This helps us understand the nature of the joy we seek.",The happiness we experience can also be categorized into the three modes of nature.,"three gunas, mental peace"
COMM_18_37_A,Gita 18.37,Sattvic Happiness: Poison then Nectar,"""That which in the beginning may be just like poison but at the end is like nectar and which awakens one to self-realization is said to be happiness in the mode of goodness."" Sattvic happiness comes from discipline and effort, but its end result is pure bliss.","Sattvic happiness requires effort and discipline at first, but its final result is pure and lasting joy.","Sattva, inner peace, self-realization"
COMM_18_38_A,Gita 18.38,Rajasic Happiness: Nectar then Poison,"""That happiness which is derived from contact of the senses with their objects and which appears like nectar at first but poison at the end is said to be of the nature of passion."" Rajasic happiness is the fleeting pleasure of the senses, which often leads to suffering.","Rajasic happiness is the fleeting pleasure of the senses, which feels good at first but leads to suffering later.","Rajas, stress, anxiety"
COMM_18_39_A,Gita 18.39,Tamasic Happiness: The Happiness of Delusion,"""And that happiness which is blind to self-realization, which is delusion from beginning to end and which arises from sleep, laziness and illusion is said to be of the nature of ignorance."" Tamasic happiness is found in inertia and escapism.","Tamasic happiness is the false comfort found in delusion, laziness, and escapism.","Tamas, depression, lack of focus"
COMM_18_40_A,Gita 18.40,The Pervasiveness of the Gunas,"""There is no being existing, either here or among the demigods in the higher planetary systems, which is freed from these three modes born of material nature."" This verse establishes that every single embodied being is under the influence of the gunas.","Every being in the material world, from the lowest to the highest, is influenced by the three gunas.","three gunas, Karma"
COMM_18_41_A,Gita 18.41,Duties Based on Nature,"The duties of the different social orders (Brahmanas, Kshatriyas, Vaishyas, and Shudras) are determined by the qualities born of their own innate nature (gunas). This emphasizes that our ideal work is aligned with our natural psychophysical temperament.",Your ideal work and duties are aligned with your innate psycho-physical nature.,"Dharma, Karma, three gunas"
COMM_18_42_A,Gita 18.42,The Duty of the Brahmana,"Peacefulness, self-control, austerity, purity, tolerance, honesty, knowledge, wisdom and religiousness—these are the natural qualities by which the brahmanas work. This describes the Sattvic nature of a teacher or intellectual.","The natural work of an intellectual or teacher is characterized by peace, purity, and wisdom.","Dharma, Sattva"
COMM_18_43_A,Gita 18.43,The Duty of the Kshatriya,"Heroism, power, determination, resourcefulness, courage in battle, generosity and leadership are the natural qualities of work for the kshatriyas. This describes the predominantly Rajasic nature of a leader or administrator.","The natural work of a leader or administrator is characterized by heroism, determination, and courage.","Dharma, Rajas"
COMM_18_44_A,Gita 18.44,The Duty of the Vaishya and Shudra,"Farming, cow protection and business are the natural work for the vaishyas, and for the shudras there is labor and service to others. This describes the work associated with commerce/agriculture and service, based on natural inclinations.","Commerce, agriculture, and service are the natural duties for those with the appropriate inclinations.","Dharma, Karma"
COMM_18_45_A,Gita 18.45,Perfection Through One's Own Work,"""By following his qualities of work, every man can become perfect."" By dedicating yourself to your own natural duty, you can attain the highest perfection. This is a powerful message of finding spiritual fulfillment in your own unique work.",You can achieve spiritual perfection by sincerely performing your own unique and natural work.,"Nishkama Karma, Dharma, finding career purpose"
COMM_18_46_A,Gita 18.46,Work as Worship,"""By worship of the Lord, from whom all beings have emanated and by whom all is pervaded, a man can attain perfection through performing his own work."" This verse transforms work into worship. Your daily job can be a sacred offering.","By performing your own work as an act of worship, you can attain perfection.","Bhakti Yoga, Nishkama Karma, Dharma"
COMM_18_47_A,Gita 18.47,The Safety of Your Own Path,"""It is better to engage in one’s own occupation, even though one may perform it imperfectly, than to accept another’s occupation and perform it perfectly."" This is a final, strong statement on Swa-dharma. Authenticity is more important than imitation.","It is better to be authentic to your own path, even with its flaws, than to perfectly imitate another's.","Dharma, job dissatisfaction, finding career purpose"
COMM_18_48_A,Gita 18.48,The Inevitability of Flaws,"""Every endeavor is covered by some fault, just as fire is covered by smoke. Therefore one should not give up the work born of his nature, O son of Kunti, even if such work is full of fault."" This is a practical and compassionate instruction: no work is perfect, so don't abandon your duty because of its flaws.",Do not abandon your natural duty because of its imperfections; all endeavors have some flaw.,"Nishkama Karma, Karma Yoga"
COMM_18_49_A,Gita 18.49,The Perfection of Renunciation,"""One who is self-controlled and unattached and who disregards all material enjoyments can obtain, by practice of renunciation, the highest perfect stage of freedom from reaction."" This describes the state of Naishkarmya-siddhi, the perfection of actionlessness.","Through self-control and detachment, one can reach the highest perfection of freedom from karma.","Moksha, self-realization, detachment"
COMM_18_50_A,Gita 18.50,The Path to Brahman,"Krishna will now briefly describe how one who has achieved this perfection can attain Brahman, the supreme state of knowledge. This marks the transition from perfection in action to the ultimate realization of the Absolute.","After perfecting selfless action, the next stage is to realize the Absolute, Brahman.","Brahman, Moksha, Jnana Yoga"
