Chapter,Verse,Sanskrit verse,Translation (English),Hinglish (1),Hinglish (2),Summary,Source ID,Reference,message,tags
15,19,यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् स सर्वविद्भजति मां सर्वभावेन भारत,"He who knows Me thus, without delusion, as the Supreme Person, knows all and worships Me with all his being, O Bharata.","Jo mujhe Purushottam jaanta hai, vo sab janta hai aur mujhe poore bhav se bhajta hai.","Hey Bharat, jo moh-rahit hokar mujhe is prakaar Purushottam jaanta hai, woh sarvagya (knower of everything) hokar poorn bhaav se meri bhakti karta hai.",Faith in Supreme Person leads to full devotion.,GITA_15_19,Gita 15.19,"यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् स सर्वविद्भजति मां सर्वभावेन भारत
He who knows Me thus, without delusion, as the Supreme Person, knows all and worships Me with all his being, O Bharata.
Jo mujhe Purushottam jaanta hai, vo sab janta hai aur mujhe poore bhav se bhajta hai.","Bhakti Yoga, self-realization, Jnana Yoga"
15,20,इति गुह्यतमं शास्त्रमिदमुक्तं मयाऽनघ एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत,"Thus this most secret teaching is declared by Me, O sinless one; understanding this, a man becomes wise and fulfills all that is to be done.","Hey Anagh, mainne tumhe yeh guhyatam shastra bata diya; ise samajhkar vyakti buddhiwan aur kirtarth hota hai.","Hey nishpaap Arjun, is prakaar yeh sabse gupt shastra mere dwara kaha gaya hai. Ise samajhkar, manushya buddhiman ho jaata hai aur uske sabhi kartavya poorn ho jaate hain.",Conclusion of the Purushottama doctrine.,GITA_15_20,Gita 15.20,"इति गुह्यतमं शास्त्रमिदमुक्तं मयाऽनघ एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत
Thus this most secret teaching is declared by Me, O sinless one; understanding this, a man becomes wise and fulfills all that is to be done.
Hey Anagh, mainne tumhe yeh guhyatam shastra bata diya; ise samajhkar vyakti buddhiwan aur kirtarth hota hai.","Moksha, Jnana Yoga, Bhakti Yoga"
16,1,श्रीभगवानुवाच अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम्,"The Blessed Lord said: Fearlessness, purity of heart, steadfastness in the yoga of knowledge, charity, control of the senses, sacrifice, study of the scriptures, austerity, and uprightness...","Shri Krishna bole: Nirbhayta, hriday ki shuddhi, gyaan yog me sthirta, daan, indriya dam, yajya, swadhyaya, tap, aur imaandari...","Shri Krishna ne kaha: Nirbhayata, antahkaran ki shuddhi, gyaan-yog mein sthirta, daan, indriya-sanyam, yajna, swadhyay, tap aur saralta...",First set of divine qualities.,GITA_16_01,Gita 16.1,"श्रीभगवानुवाच अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम्
The Blessed Lord said: Fearlessness, purity of heart, steadfastness in the yoga of knowledge, charity, control of the senses, sacrifice, study of the scriptures, austerity, and uprightness...
Shri Krishna bole: Nirbhayta, hriday ki shuddhi, gyaan yog me sthirta, daan, indriya dam, yajya, swadhyaya, tap, aur imaandari...","Dharma, Sattva, inner peace, mental peace"
16,2,अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम्,"Non-violence, truthfulness, absence of anger, renunciation, peace, absence of slander, compassion for beings, freedom from greed, gentleness, modesty, and steadiness...","Ahimsa, satya, krodh rahit, tyag, shanti, ninda rahit, daya, lalach rahit, komalta, lajja, sthirta...","...Ahimsa, satya, krodh-rahit hona, tyag, shaanti, ninda na karna, sabhi praaniyon par daya, lobh-rahit hona, komalta, lajja aur sthirta...",Further virtues of divine nature.,GITA_16_02,Gita 16.2,"अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम्
Non-violence, truthfulness, absence of anger, renunciation, peace, absence of slander, compassion for beings, freedom from greed, gentleness, modesty, and steadiness...
Ahimsa, satya, krodh rahit, tyag, shanti, ninda rahit, daya, lalach rahit, komalta, lajja, sthirta...","how to control anger, how to stay calm, detachment"
16,3,तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता भवन्ति संपदं दैवीमभिजातस्य भारत,"Vigor, forgiveness, fortitude, purity, freedom from hatred, absence of over-pride—these are the marks of one born to the divine nature, O Bharata.","Tej, kshama, dhairya, shauch, dvesh rahit, atimaan rahit—ye daivi prakriti ke lakshan hain.","...Tej, kshama, dhairya, pavitrata, dvesh-rahit hona aur abhimaan-rahit hona - hey Bharat, yeh sab daivi sampada ke saath janme vyakti ke lakshan hain.",Summary of divine qualities.,GITA_16_03,Gita 16.3,"तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता भवन्ति संपदं दैवीमभिजातस्य भारत
Vigor, forgiveness, fortitude, purity, freedom from hatred, absence of over-pride—these are the marks of one born to the divine nature, O Bharata.
Tej, kshama, dhairya, shauch, dvesh rahit, atimaan rahit—ye daivi prakriti ke lakshan hain.","Dharma, Sattva, Jnana Yoga"
16,4,दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च अज्ञानं चाभिजातस्य पार्थ संपदामासुरीम्,"Hypocrisy, arrogance, self-conceit, anger, harshness, and ignorance are the marks of one born to the demonic nature, O Partha.","Dambh, darp, abhimaan, krodh, kathorata, agyaan—ye asuri prakriti ke lakshan hain.","Hey Parth, paakhand, ahankaar, abhimaan, krodh, kathorta aur agyaan - yeh sab aasuri sampada ke saath janme vyakti ke lakshan hain.",Characteristics of the demonic.,GITA_16_04,Gita 16.4,"दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च अज्ञानं चाभिजातस्य पार्थ संपदामासुरीम्
Hypocrisy, arrogance, self-conceit, anger, harshness, and ignorance are the marks of one born to the demonic nature, O Partha.
Dambh, darp, abhimaan, krodh, kathorata, agyaan—ye asuri prakriti ke lakshan hain.","negative thoughts, Tamas, Rajas"
16,5,दैवी संपद्विमोक्षाय निबन्धायासुरी मता मा शुचः संपदं दैवीमभिजातोऽसि पाण्डव,"The divine nature is deemed for liberation, the demonic for bondage; grieve not, O Pandava, you are born with divine qualities.",Daivi prakriti moksha deti hai; asuri prakriti bandhan deti hai; tum daivi sampad wale ho.,"Daivi sampada mukti ke liye aur aasuri sampada bandhan ke liye maani jaati hai. Hey Pandav, tum shok mat karo, kyunki tum daivi sampada ke saath janme ho.",Destiny linked to inherent nature.,GITA_16_05,Gita 16.5,"दैवी संपद्विमोक्षाय निबन्धायासुरी मता मा शुचः संपदं दैवीमभिजातोऽसि पाण्डव
The divine nature is deemed for liberation, the demonic for bondage; grieve not, O Pandava, you are born with divine qualities.
Daivi prakriti moksha deti hai; asuri prakriti bandhan deti hai; tum daivi sampad wale ho.","Moksha, Karma, overcoming self-doubt"
16,6,द्वौ भू‍तसर्गौ लोकेऽस्मिन्दैव आसुर एव च दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे श्रृणु,"There are two kinds of created beings in this world—the divine and the demonic; I have described the divine—now hear from Me of the demonic, O Partha.","Duniya me do prakriti hain—daivi aur asuri; daivi bata di, ab asuri suno.","Hey Parth, is sansaar mein do prakaar ke praani hain - daivi aur aasuri. Daivi ka varnan maine vistaar se kar diya hai, ab mujhse aasuri ke baare mein suno.",Divides humanity into two natures.,GITA_16_06,Gita 16.6,"द्वौ भू‍तसर्गौ लोकेऽस्मिन्दैव आसुर एव च दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे श्रृणु
There are two kinds of created beings in this world—the divine and the demonic; I have described the divine—now hear from Me of the demonic, O Partha.
Duniya me do prakriti hain—daivi aur asuri; daivi bata di, ab asuri suno.","three gunas, Sattva, Tamas, Rajas"
16,7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः न शौचं नापि चाचारो न सत्यं तेषु विद्यते,"The demonic know not what to do or refrain from; they have neither purity, proper conduct, nor truth.","Asuri log ko na kartavya ka gyaan hai na viram ka; unme shauch, achar, satya nahi.","Aasuri swabhav ke log yeh nahi jaante ki kya karna chahiye aur kya nahi karna chahiye. Unmein na toh baahari-bheetari pavitrata hoti hai, na sadachar, aur na hi satya.",Attributes of the demonic mind.,GITA_16_07,Gita 16.7,"प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः न शौचं नापि चाचारो न सत्यं तेषु विद्यते
The demonic know not what to do or refrain from; they have neither purity, proper conduct, nor truth.
Asuri log ko na kartavya ka gyaan hai na viram ka; unme shauch, achar, satya nahi.","Dharma, confusion, negative thoughts"
16,8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् अपरस्परसम्भूतं किमन्यत्कामहेतुकम्,"They say: the world is unreal, without basis, without God, born of mutual union, nothing else but desire’s cause.","Vah kehte hain: jagat asatya hai, aadhar rahit, ishwar rahit, keval kaamna se bana.","Ve kehte hain ki yeh jagat asatya hai, iska koi aadhaar nahi hai, koi Ishwar nahi hai. Yeh kewal kaam (lust) se, stri-purush ke sanyog se utpann hua hai, iske alawa aur kya kaaran ho sakta hai?",Materialistic worldview of the demonic.,GITA_16_08,Gita 16.8,"असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् अपरस्परसम्भूतं किमन्यत्कामहेतुकम्
They say: the world is unreal, without basis, without God, born of mutual union, nothing else but desire’s cause.
Vah kehte hain: jagat asatya hai, aadhar rahit, ishwar rahit, keval kaamna se bana.","what is the purpose of life, confusion, negative thoughts"
16,9,एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः,"Holding this view, lost souls of little understanding, engaged in fierce acts, are born for the destruction of the world.","Is drishti se asuri log ugra karm karte hain, jagat ke nash ke liye upasthit hote hain.","Is drishti ko apnakar, ve nasht-aatma, alp-buddhi waale, ugra karm karne waale aur jagat ke shatru, sansaar ke naash ke liye hi utpann hote hain.",Consequences of such thinking.,GITA_16_09,Gita 16.9,"एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः
Holding this view, lost souls of little understanding, engaged in fierce acts, are born for the destruction of the world.
Is drishti se asuri log ugra karm karte hain, jagat ke nash ke liye upasthit hote hain.","negative thoughts, Karma"
16,10,काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः मोहाद्गृहित्वाऽसद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः,"Clinging to insatiable desire, full of hypocrisy, pride, arrogance, in delusion they hold false notions, acting with impure vows.","Kaamna, dambh, maan, mad se bhare, asatya vichar pakad kar, ashuddh vrat lete hain.","Ve kabhi na poori hone waali kaamnaon ka aashray lekar, paakhand, maan aur mad se yukt hokar, moh-vash galat siddhanton ko grahan karke, ashuddh vraton ke saath kaam karte hain.",Moral corruption of the demonic.,GITA_16_10,Gita 16.10,"काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः मोहाद्गृहित्वाऽसद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः
Clinging to insatiable desire, full of hypocrisy, pride, arrogance, in delusion they hold false notions, acting with impure vows.
Kaamna, dambh, maan, mad se bhare, asatya vichar pakad kar, ashuddh vrat lete hain.","letting go of greed, negative thoughts, guilt"
16,11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः कामोपभोगपरमा एतावदिति निश्चिताः,"With immeasurable anxiety ending only at death, considering sense enjoyment as life’s highest goal.","Mrityu tak chinta, vishay sukh ko hi sab kuch maana.","Ve mrityu tak anant chintaon ke aashrit rehte hain. Unke liye kaam-bhog hi sabse bada lakshya hai, aur ve 'itna hi sukh hai' aisa nishchay kar lete hain.",Short-sighted pursuits.,GITA_16_11,Gita 16.11,"चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः कामोपभोगपरमा एतावदिति निश्चिताः
With immeasurable anxiety ending only at death, considering sense enjoyment as life’s highest goal.
Mrityu tak chinta, vishay sukh ko hi sab kuch maana.","anxiety, stress, what is the purpose of life"
16,12,आशापाशशतैर्बद्धाः कामक्रोधपरायणाः ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान्,"Bound by hundreds of cords of hope, devoted to desire and anger, they seek wealth unjustly for sense enjoyment.","Aasha ke rassi se baddhe, kaam-krodh me lage, anyaay se dhan kamate hain.","Ve aasha ke saikdon paashon (bandhano) se bandhe, kaam aur krodh ke paraayan hokar, kaam-bhog ke liye anyaay-poorvak dhan-sangrah karne ki cheshta karte hain.",Driven by greed and anger.,GITA_16_12,Gita 16.12,"आशापाशशतैर्बद्धाः कामक्रोधपरायणाः ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान्
Bound by hundreds of cords of hope, devoted to desire and anger, they seek wealth unjustly for sense enjoyment.
Aasha ke rassi se baddhe, kaam-krodh me lage, anyaay se dhan kamate hain.","letting go of greed, how to control anger, anxiety"
16,13,इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् इदमस्तीदमपि मे भविष्यति पुनर्धनम्,"This I have gained today, and this desire I shall obtain; this is mine, and more shall also be mine in future.","Aaj yeh mila, yeh pa lunga; yeh mera hai, aur aage bhi mera hoga.","(Ve sochte hain) 'Aaj maine yeh prapt kar liya, ab main is manorth ko prapt karunga. Itna dhan mere paas hai, aur bhavishya mein aur bhi hoga.'",Possessive mentality.,GITA_16_13,Gita 16.13,"इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् इदमस्तीदमपि मे भविष्यति पुनर्धनम्
This I have gained today, and this desire I shall obtain; this is mine, and more shall also be mine in future.
Aaj yeh mila, yeh pa lunga; yeh mera hai, aur aage bhi mera hoga.","letting go of greed, negative thoughts"
16,14,असौ मया हतशत्रुर्हनिष्ये चापरानपि ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी,"I have slain that enemy, and will slay others too; I am the lord, I enjoy, I am perfect, powerful, and happy.","Maine shatru mara, aur marunga; main ishwar hoon, anandi, siddh, balwaan hoon.","Us shatru ko maine maar diya, aur doosre shatruon ko bhi maar dunga. Main hi Ishwar hoon, main hi bhokta hoon. Main siddh, balwaan aur sukhi hoon.'",Egoistic declarations.,GITA_16_14,Gita 16.14,"असौ मया हतशत्रुर्हनिष्ये चापरानपि ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी
I have slain that enemy, and will slay others too; I am the lord, I enjoy, I am perfect, powerful, and happy.
Maine shatru mara, aur marunga; main ishwar hoon, anandi, siddh, balwaan hoon.","letting go of greed, how to control anger"
16,15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया यक्ष्ये दास्यामि मोदिष्ये इत्यज्ञानविमोहिताः,"I am wealthy, high-born; who is equal to me? I will sacrifice, give, enjoy—thus deluded by ignorance.","Main dhanwan, uchch kul me janma; koi mera saman nahi; main yagya karunga, dunga, mauj karunga.","Main dhanvaan aur bade kul waala hoon. Mere samaan aur kaun hai? Main yajna karunga, daan dunga aur anandit hounga.' - is prakaar ve agyaan se mohit rehte hain.",Further arrogance.,GITA_16_15,Gita 16.15,"आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया यक्ष्ये दास्यामि मोदिष्ये इत्यज्ञानविमोहिताः
I am wealthy, high-born; who is equal to me? I will sacrifice, give, enjoy—thus deluded by ignorance.
Main dhanwan, uchch kul me janma; koi mera saman nahi; main yagya karunga, dunga, mauj karunga.","confusion, letting go of greed"
16,16,अनेकचित्तविभ्रान्ताः मोहजालसमावृताः प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ,"Bewildered by many thoughts, caught in the net of delusion, strongly addicted to sense enjoyment, they fall into foul hell.","Bahut soch me confuse, moha ke jaal me phanse, vishay bhog me asakt, nark me girte hain.","Anek prakaar se chitt ke bhatakne, moh ke jaal mein fanse hone, aur kaam-bhogon mein atyant aasakt hone ke kaaran, ve ashuddh narak mein girte hain.",Fate of the wicked.,GITA_16_16,Gita 16.16,"अनेकचित्तविभ्रान्ताः मोहजालसमावृताः प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ
Bewildered by many thoughts, caught in the net of delusion, strongly addicted to sense enjoyment, they fall into foul hell.
Bahut soch me confuse, moha ke jaal me phanse, vishay bhog me asakt, nark me girte hain.","anxiety, confusion, fear of death, Karma"
16,17,आत्मसम्भाविताः स्तब्धा धनमानमदान्विताः यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम्,"Self-conceited, stubborn, filled with pride of wealth, they perform sacrifices for name’s sake, without following proper rules.","Ahankari, ziddi, dhan ke ghamand wale, naam ke liye vidhi-rahit yagya karte hain.","Ve apne aap ko hi shreshth maanne waale, ziddi, aur dhan ke maan aur mad se yukt hokar, kewal naam-maatra ke yajyon se, paakhand-poorvak aur avidhi-poorvak yajna karte hain.",Hypocritical religious acts.,GITA_16_17,Gita 16.17,"आत्मसम्भाविताः स्तब्धा धनमानमदान्विताः यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम्
Self-conceited, stubborn, filled with pride of wealth, they perform sacrifices for name’s sake, without following proper rules.
Ahankari, ziddi, dhan ke ghamand wale, naam ke liye vidhi-rahit yagya karte hain.","guilt, negative thoughts, Dharma"
16,18,अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः ममान्यपरेषु द्वेषोऽभ्यसूयासु संवृताः,"Possessed by ego, strength, pride, desire, and anger, they become envious and hateful towards others.","Ahankar, bal, maan, kaam, krodh se bhare, doosron se jalan aur dvesh karte hain.","Ahankaar, bal, ghamand, kaam aur krodh ka aashray lekar, ve doosron se dvesh karne waale log apne aur doosron ke shareer mein sthit mujhse (Paramatma se) dvesh karte hain.",Root of hostility.,GITA_16_18,Gita 16.18,"अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः ममान्यपरेषु द्वेषोऽभ्यसूयासु संवृताः
Possessed by ego, strength, pride, desire, and anger, they become envious and hateful towards others.
Ahankar, bal, maan, kaam, krodh se bhare, doosron se jalan aur dvesh karte hain.","how to control anger, dealing with jealousy, negative thoughts"
16,19,तानहं द्विषतः क्रुरान्संसारेषु नराधमान् क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु,"Those hateful, cruel, worst of men, I hurl into demonic wombs in samsara again and again.","Main un naradhama, krur, dveshbhari aatmaon ko baar-baar asuri yoni me dalta hoon.","Un dvesh karne waale, kroor, sansaar mein neeche star ke paapi manushyon ko main hamesha aasuri yoniyon mein hi giraata hoon.",Karmic downfall of the vile.,GITA_16_19,Gita 16.19,"तानहं द्विषतः क्रुरान्संसारेषु नराधमान् क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु
Those hateful, cruel, worst of men, I hurl into demonic wombs in samsara again and again.
Main un naradhama, krur, dveshbhari aatmaon ko baar-baar asuri yoni me dalta hoon.","Karma, reincarnation"
16,20,आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम्,"Entering demonic wombs, deluded birth after birth, without attaining Me, they go to the lowest state.","Asuri yoni me janm lete hue, mujhme na milkar, neech gati me jaate hain.","Hey Kaunteya, janm-janmantar tak aasuri yoniyon ko prapt hue ve moorkh log, mujhe na prapt hokar, usse bhi adham gati ko prapt hote hain.",Ultimate degradation.,GITA_16_20,Gita 16.20,"आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम्
Entering demonic wombs, deluded birth after birth, without attaining Me, they go to the lowest state.
Asuri yoni me janm lete hue, mujhme na milkar, neech gati me jaate hain.","Karma, reincarnation, fear of death"
16,21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत्,"Desire, anger, and greed—these three are the gates to hell, destructive of the self; therefore, one should abandon them.","Kaam, krodh, lobh nark ke teen dwar hain; inhe chhod do.","Kaam (Lust), Krodh (Anger) aur Lobh (Greed) - yeh teen narak ke dwaar hain, jo aatma ka naash karte hain. Isliye, in teeno ka tyag kar dena chahiye.",Warning against the threefold gate to ruin.,GITA_16_21,Gita 16.21,"त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत्
Desire, anger, and greed—these three are the gates to hell, destructive of the self; therefore, one should abandon them.
Kaam, krodh, lobh nark ke teen dwar hain; inhe chhod do.","letting go of greed, how to control anger, guilt"
16,22,एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः आचरत्यात्मनः श्रेयस्ततो याति परां गतिम्,"Free from these three gates of darkness, a man acts for self-betterment and thus goes to the supreme goal.","In teenon dwar se mukt hokar, vyakti apna kalyan karta hai aur param gati paata hai.","Hey Kaunteya, jo manushya in teen andhkaar ke dwaaron se mukt ho jaata hai, woh apni aatma ke kalyan ka aacharan karta hai aur is prakaar param gati ko prapt hota hai.",Release leads to liberation.,GITA_16_22,Gita 16.22,"एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः आचरत्यात्मनः श्रेयस्ततो याति परां गतिम्
Free from these three gates of darkness, a man acts for self-betterment and thus goes to the supreme goal.
In teenon dwar se mukt hokar, vyakti apna kalyan karta hai aur param gati paata hai.","Moksha, self-realization, inner peace"
16,23,यः शास्त्रविधिमुत्सृज्य वर्तते कामकारतः न स सिद्धिमवाप्नोति न सुखं न परां गतिम्,"He who disregards the injunctions of scripture and acts by desire attains neither perfection, nor happiness, nor supreme goal.","Jo shastra-vidhi chhodkar kaamna se chalta hai, vo na siddhi, na sukh, na param gati paata hai.","Jo shastron ke vidhi-vidhaan ko tyagkar apni kaamnaon ke anusaar aacharan karta hai, woh na toh siddhi, na sukh aur na hi param gati ko prapt karta hai.",Need for scriptural guidance.,GITA_16_23,Gita 16.23,"यः शास्त्रविधिमुत्सृज्य वर्तते कामकारतः न स सिद्धिमवाप्नोति न सुखं न परां गतिम्
He who disregards the injunctions of scripture and acts by desire attains neither perfection, nor happiness, nor supreme goal.
Jo shastra-vidhi chhodkar kaamna se chalta hai, vo na siddhi, na sukh, na param gati paata hai.","Dharma, fear of failure"
16,24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि,"Therefore, let scripture be your authority in determining what is to be done and not to be done; knowing this, you should act here.","Isliye shastra ko apna pramaan banao; kya karna aur kya nahi, iske anusaar chalo.","Isliye, kartavya aur akartavya ki vyavastha mein, tumhare liye shaastra hi pramaan hain. Shaastron ke vidhi-vidhaan ko jaankar hi, tumhein is sansaar mein karm karna chahiye.",Final advice on conduct.,GITA_16_24,Gita 16.24,"तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि
Therefore, let scripture be your authority in determining what is to be done and not to be done; knowing this, you should act here.
Isliye shastra ko apna pramaan banao; kya karna aur kya nahi, iske anusaar chalo.","Dharma, Karma, indecision"
17,1,अर्जुन उवाच ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः,"Arjuna said: Those who, setting aside the scriptures, perform sacrifice with faith—what is their condition, O Krishna? Is it sattva, rajas, or tamas?","Arjun bola: Jo shastra vidhi chhodkar shraddha se yagya karte hain, unki sthiti kaunsi hai—sattvik, rajasic ya tamasic?","Arjun ne kaha: Hey Krishna, jo log shastron ke vidhi-vidhaan ko tyagkar, par shraddha se yukt hokar pooja karte hain, unki nishtha (faith) kaisi hoti hai - Sattva, Rajas, ya Tamas?",Asks about faith outside scriptural rule.,GITA_17_01,Gita 17.1,"अर्जुन उवाच ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः
Arjuna said: Those who, setting aside the scriptures, perform sacrifice with faith—what is their condition, O Krishna? Is it sattva, rajas, or tamas?
Arjun bola: Jo shastra vidhi chhodkar shraddha se yagya karte hain, unki sthiti kaunsi hai—sattvik, rajasic ya tamasic?","confusion, Dharma, three gunas, doubting mind"
17,2,श्रीभगवानुवाच त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा सात्त्विकी राजसी चैव तामसी चेति तां शृणु,"The Blessed Lord said: Faith in embodied beings is of three kinds, born of their nature: sattvic, rajasic, and tamasic—hear of it.","Shri Krishna bole: Dehधारी की श्रद्धा तीन प्रकार की होती है—सात्त्विक, राजस और तामस—ध्यान से सुनो.","Shri Krishna ne kaha: Dehdhaariyon ki shraddha unke swabhav se utpann hoti hai aur teen prakaar ki hoti hai - Saattviki, Raajasi aur Taamasi. Uske baare mein suno.",Introduces the threefold division of faith.,GITA_17_02,Gita 17.2,"श्रीभगवानुवाच त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा सात्त्विकी राजसी चैव तामसी चेति तां शृणु
The Blessed Lord said: Faith in embodied beings is of three kinds, born of their nature: sattvic, rajasic, and tamasic—hear of it.
Shri Krishna bole: Dehधारी की श्रद्धा तीन प्रकार की होती है—सात्त्विक, राजस और तामस—ध्यान से सुनो.","three gunas, Sattva Rajas Tamas"
17,3,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः,"O Bharata, faith conforms to the nature of each; man is made of faith; as is his faith, so is he.","Hey Bharat, vyakti ki shraddha uske swabhav ke anuroop hoti hai; jo jaisi shraddha rakhta hai, waise hi hota hai.","Hey Bharat, sabhi ki shraddha unke antahkaran ke anuroop hoti hai. Yeh purush shraddha-may hai, isliye jo jaisi shraddha waala hai, wahi uska swaroop hai.",Faith defines character.,GITA_17_03,Gita 17.3,"सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः
O Bharata, faith conforms to the nature of each; man is made of faith; as is his faith, so is he.
Hey Bharat, vyakti ki shraddha uske swabhav ke anuroop hoti hai; jo jaisi shraddha rakhta hai, waise hi hota hai.","three gunas, Sattva Rajas Tamas, Jnana Yoga"
17,4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः प्रेतान्भूतगणांस्तांश्चान्ये यजन्ते तामसा जनाः,"The sattvic worship the gods, the rajasic worship yakshas and rakshasas, the tamasic worship ghosts and spirits.","Sattvik devtaon ki, rajasic yaksh-rakshas ki, tamasic bhoot-preton ki puja karte hain.","Saattvik log devtaon ko poojte hain, Raajasik log Yakshon aur Rakshason ko poojte hain, aur Taamasik log Preton aur Bhoot-ganon ko poojte hain.",Objects of worship differ by guna.,GITA_17_04,Gita 17.4,"यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः प्रेतान्भूतगणांस्तांश्चान्ये यजन्ते तामसा जनाः
The sattvic worship the gods, the rajasic worship yakshas and rakshasas, the tamasic worship ghosts and spirits.
Sattvik devtaon ki, rajasic yaksh-rakshas ki, tamasic bhoot-preton ki puja karte hain.","three gunas, Sattva Rajas Tamas, Bhakti Yoga"
